,element,fixture,opponent_team,total_points,was_home,round,minutes,value,id,first_name,last_name
7788,443,120,19,0,True,12,0,39,443,Ki-Jana,Hoever
7789,443,130,15,1,False,13,1,39,443,Ki-Jana,Hoever
7790,443,137,5,0,True,14,0,39,443,Ki-Jana,Hoever
7791,443,150,11,1,True,15,1,39,443,Ki-Jana,Hoever
7792,443,159,12,0,False,16,0,39,443,Ki-Jana,Hoever
7793,443,163,4,0,False,17,0,39,443,Ki-Jana,Hoever
7794,443,180,6,6,True,18,90,39,443,Ki-Jana,Hoever
7795,444,5,9,0,False,1,0,40,444,Andreas,Söndergaard
7796,444,17,17,0,True,2,0,40,444,Andreas,Söndergaard
7797,444,30,13,0,True,3,0,40,444,Andreas,Söndergaard
7798,444,40,18,0,False,4,0,40,444,Andreas,Söndergaard
7799,444,50,3,0,True,5,0,40,444,Andreas,Söndergaard
7800,444,59,16,0,False,6,0,40,444,Andreas,Söndergaard
7801,444,70,14,0,True,7,0,40,444,Andreas,Söndergaard
7802,444,72,2,0,False,8,0,40,444,Andreas,Söndergaard
7803,444,87,10,0,False,9,0,40,444,Andreas,Söndergaard
7804,444,100,8,0,True,10,0,40,444,Andreas,Söndergaard
7805,444,105,7,0,False,11,0,40,444,Andreas,Söndergaard
7806,444,120,19,0,True,12,0,40,444,Andreas,Söndergaard
7807,444,130,15,0,False,13,0,40,444,Andreas,Söndergaard
7808,444,137,5,0,True,14,0,40,444,Andreas,Söndergaard
7809,444,150,11,0,True,15,0,40,444,Andreas,Söndergaard
7810,444,159,12,0,False,16,0,40,444,Andreas,Söndergaard
7811,444,163,4,0,False,17,0,40,444,Andreas,Söndergaard
7812,444,180,6,0,True,18,0,40,444,Andreas,Söndergaard
7813,445,5,9,1,False,1,1,60,445,Fabio,Fabio Silva
7814,445,17,17,1,True,2,6,60,445,Fabio,Fabio Silva
7815,445,30,13,1,True,3,3,59,445,Fabio,Fabio Silva
7816,445,40,18,0,False,4,0,59,445,Fabio,Fabio Silva
7817,445,50,3,1,True,5,8,58,445,Fabio,Fabio Silva
7818,445,59,16,0,False,6,0,58,445,Fabio,Fabio Silva
7819,445,70,14,0,True,7,0,58,445,Fabio,Fabio Silva
7820,445,72,2,1,False,8,16,57,445,Fabio,Fabio Silva
7821,445,87,10,0,False,9,0,57,445,Fabio,Fabio Silva
7822,445,100,8,1,True,10,1,57,445,Fabio,Fabio Silva
7823,445,105,7,1,False,11,1,57,445,Fabio,Fabio Silva
7824,445,120,19,0,True,12,0,57,445,Fabio,Fabio Silva
7825,445,130,15,0,False,13,0,57,445,Fabio,Fabio Silva
7826,445,137,5,0,True,14,0,57,445,Fabio,Fabio Silva
7827,445,150,11,0,True,15,0,56,445,Fabio,Fabio Silva
7828,445,159,12,0,False,16,0,56,445,Fabio,Fabio Silva
7829,445,163,4,1,False,17,1,56,445,Fabio,Fabio Silva
7830,445,180,6,0,True,18,0,56,445,Fabio,Fabio Silva
7831,446,5,9,0,False,1,0,45,446,Yerson,Mosquera
7832,446,17,17,0,True,2,0,45,446,Yerson,Mosquera
7833,446,30,13,0,True,3,0,45,446,Yerson,Mosquera
7834,446,40,18,0,False,4,0,45,446,Yerson,Mosquera
7835,446,50,3,0,True,5,0,45,446,Yerson,Mosquera
7836,446,59,16,0,False,6,0,45,446,Yerson,Mosquera
7837,446,70,14,0,True,7,0,45,446,Yerson,Mosquera
7838,446,72,2,0,False,8,0,45,446,Yerson,Mosquera
7839,446,87,10,0,False,9,0,45,446,Yerson,Mosquera
7840,446,100,8,0,True,10,0,45,446,Yerson,Mosquera
7841,446,105,7,0,False,11,0,45,446,Yerson,Mosquera
7842,446,120,19,0,True,12,0,45,446,Yerson,Mosquera
7843,446,130,15,0,False,13,0,45,446,Yerson,Mosquera
7844,446,137,5,0,True,14,0,45,446,Yerson,Mosquera
7845,446,150,11,0,True,15,0,45,446,Yerson,Mosquera
7846,446,159,12,0,False,16,0,45,446,Yerson,Mosquera
7847,446,163,4,0,False,17,0,45,446,Yerson,Mosquera
7848,446,180,6,0,True,18,0,45,446,Yerson,Mosquera
7849,447,2,5,0,False,1,0,60,447,Danny,Welbeck
7850,447,12,18,0,True,2,0,60,447,Danny,Welbeck
7851,447,22,8,1,True,3,31,60,447,Danny,Welbeck
7852,447,32,3,2,False,4,63,60,447,Danny,Welbeck
7853,447,42,9,9,True,5,69,60,447,Danny,Welbeck
7854,447,54,7,2,False,6,75,60,447,Danny,Welbeck
7855,447,61,1,0,True,7,0,60,447,Danny,Welbeck
7856,447,78,15,0,False,8,0,60,447,Danny,Welbeck
7857,447,83,12,0,True,9,0,60,447,Danny,Welbeck
7858,447,94,11,0,False,10,0,60,447,Danny,Welbeck
7859,447,103,14,0,True,11,0,60,447,Danny,Welbeck
7860,447,111,2,0,False,12,0,60,447,Danny,Welbeck
7861,447,123,10,0,True,13,0,60,447,Danny,Welbeck
7862,447,136,19,0,False,14,0,60,447,Danny,Welbeck
7863,447,146,16,0,False,15,0,59,447,Danny,Welbeck
7864,447,163,20,0,True,17,0,59,447,Danny,Welbeck
7865,447,182,3,1,True,19,45,59,447,Danny,Welbeck
7866,448,7,11,0,True,1,0,40,448,Angus,Gunn
7867,448,16,12,0,False,2,0,40,448,Angus,Gunn
7868,448,26,9,0,True,3,0,40,448,Angus,Gunn
7869,448,31,1,0,False,4,0,40,448,Angus,Gunn
7870,448,47,18,0,True,5,0,40,448,Angus,Gunn
7871,448,55,8,0,False,6,0,40,448,Angus,Gunn
7872,448,62,5,0,False,7,0,40,448,Angus,Gunn
7873,448,78,4,0,True,8,0,40,448,Angus,Gunn
7874,448,84,6,0,False,9,0,40,448,Angus,Gunn
7875,448,97,10,0,True,10,0,40,448,Angus,Gunn
7876,448,102,3,0,False,11,0,40,448,Angus,Gunn
7877,448,117,16,0,True,12,0,40,448,Angus,Gunn
7878,448,130,20,0,True,13,0,40,448,Angus,Gunn
7879,448,138,14,0,False,14,0,40,448,Angus,Gunn
7880,448,147,17,0,False,15,0,40,448,Angus,Gunn
7881,448,160,13,0,True,16,0,40,448,Angus,Gunn
7882,448,167,2,0,True,17,0,40,448,Angus,Gunn
7883,448,187,1,0,True,19,90,40,448,Angus,Gunn
7884,449,7,11,2,True,1,76,55,449,Milot,Rashica
7885,449,16,12,2,False,2,90,55,449,Milot,Rashica
7886,449,26,9,2,True,3,90,55,449,Milot,Rashica
7887,449,31,1,1,False,4,21,54,449,Milot,Rashica
7888,449,47,18,2,True,5,87,54,449,Milot,Rashica
7889,449,55,8,1,False,6,21,54,449,Milot,Rashica
7890,449,62,5,1,False,7,10,53,449,Milot,Rashica
7891,449,78,4,1,True,8,14,53,449,Milot,Rashica
7892,449,84,6,1,False,9,45,53,449,Milot,Rashica
7893,449,97,10,5,True,10,90,52,449,Milot,Rashica
7894,449,102,3,2,False,11,90,52,449,Milot,Rashica
7895,449,117,16,2,True,12,89,52,449,Milot,Rashica
7896,449,130,20,3,True,13,81,52,449,Milot,Rashica
7897,449,138,14,0,False,14,0,52,449,Milot,Rashica
7898,449,147,17,0,False,15,0,52,449,Milot,Rashica
7899,449,160,13,0,True,16,0,52,449,Milot,Rashica
7900,449,167,2,0,True,17,0,52,449,Milot,Rashica
7901,449,187,1,0,True,19,0,52,449,Milot,Rashica
7902,450,8,2,12,True,1,65,50,450,Emmanuel,Dennis
7903,450,12,4,2,False,2,90,51,450,Emmanuel,Dennis
7904,450,27,17,1,False,3,90,51,450,Emmanuel,Dennis
7905,450,40,20,1,True,4,90,52,450,Emmanuel,Dennis
7906,450,47,15,6,False,5,72,52,450,Emmanuel,Dennis
7907,450,60,14,1,True,6,74,53,450,Emmanuel,Dennis
7908,450,65,10,1,False,7,90,53,450,Emmanuel,Dennis
7909,450,80,11,2,True,8,68,52,450,Emmanuel,Dennis
7910,450,86,8,12,False,9,26,52,450,Emmanuel,Dennis
7911,450,99,16,0,True,10,0,52,450,Emmanuel,Dennis
7912,450,101,1,2,False,11,73,52,450,Emmanuel,Dennis
7913,450,119,13,14,True,12,90,52,450,Emmanuel,Dennis
7914,450,127,9,10,False,13,70,53,450,Emmanuel,Dennis
7915,450,135,6,9,True,14,90,53,450,Emmanuel,Dennis
7916,450,148,12,2,True,15,90,55,450,Emmanuel,Dennis
7917,450,152,3,9,False,16,90,57,450,Emmanuel,Dennis
7918,451,2,4,0,True,1,0,45,451,Nathan,Collins
7919,451,15,11,0,False,2,0,45,451,Nathan,Collins
7920,451,29,10,0,True,3,0,45,451,Nathan,Collins
7921,451,35,8,0,False,4,0,44,451,Nathan,Collins
7922,451,43,1,0,True,5,0,44,451,Nathan,Collins
7923,451,57,9,0,False,6,0,44,451,Nathan,Collins
7924,451,62,15,6,True,7,90,43,451,Nathan,Collins
7925,451,76,12,1,False,8,90,43,451,Nathan,Collins
7926,451,89,16,1,False,9,90,43,451,Nathan,Collins
7927,451,92,3,0,True,10,0,43,451,Nathan,Collins
7928,451,104,6,0,False,11,0,43,451,Nathan,Collins
7929,451,112,7,0,True,12,0,43,451,Nathan,Collins
7930,451,137,20,6,False,14,90,43,451,Nathan,Collins
7931,451,145,14,1,False,15,90,43,451,Nathan,Collins
7932,451,154,19,0,True,16,0,43,451,Nathan,Collins
7933,452,5,9,0,False,1,0,45,452,John,Ruddy
7934,452,17,17,0,True,2,0,45,452,John,Ruddy
7935,452,30,13,0,True,3,0,45,452,John,Ruddy
7936,452,40,18,0,False,4,0,45,452,John,Ruddy
7937,452,50,3,0,True,5,0,45,452,John,Ruddy
7938,452,59,16,0,False,6,0,45,452,John,Ruddy
7939,452,70,14,0,True,7,0,44,452,John,Ruddy
7940,452,72,2,0,False,8,0,44,452,John,Ruddy
7941,452,87,10,0,False,9,0,44,452,John,Ruddy
7942,452,100,8,0,True,10,0,44,452,John,Ruddy
7943,452,105,7,0,False,11,0,44,452,John,Ruddy
7944,452,120,19,0,True,12,0,44,452,John,Ruddy
7945,452,130,15,0,False,13,0,44,452,John,Ruddy
7946,452,137,5,0,True,14,0,44,452,John,Ruddy
7947,452,150,11,0,True,15,0,44,452,John,Ruddy
7948,452,159,12,0,False,16,0,44,452,John,Ruddy
7949,452,163,4,0,False,17,0,44,452,John,Ruddy
7950,452,180,6,0,True,18,0,44,452,John,Ruddy
7951,453,10,17,2,False,1,90,50,453,Fernando,Fernandinho
7952,453,16,15,0,True,2,0,50,453,Fernando,Fernandinho
7953,453,24,1,0,True,3,0,50,453,Fernando,Fernandinho
7954,453,37,9,1,False,4,6,50,453,Fernando,Fernandinho
7955,453,45,16,3,True,5,64,49,453,Fernando,Fernandinho
7956,453,53,6,1,False,6,3,49,453,Fernando,Fernandinho
7957,453,66,11,0,False,7,0,49,453,Fernando,Fernandinho
7958,453,76,5,1,True,8,6,49,453,Fernando,Fernandinho
7959,453,83,4,1,False,9,15,49,453,Fernando,Fernandinho
7960,453,95,7,0,True,10,0,48,453,Fernando,Fernandinho
7961,453,108,13,0,False,11,0,48,453,Fernando,Fernandinho
7962,453,115,8,0,True,12,0,48,453,Fernando,Fernandinho
7963,453,129,19,8,True,13,3,48,453,Fernando,Fernandinho
7964,453,131,2,2,False,14,90,48,453,Fernando,Fernandinho
7965,453,148,18,0,False,15,0,48,453,Fernando,Fernandinho
7966,453,159,20,0,True,16,0,48,453,Fernando,Fernandinho
7967,453,170,10,1,True,17,34,48,453,Fernando,Fernandinho
7968,453,175,14,1,False,18,22,48,453,Fernando,Fernandinho
7969,453,185,9,4,True,19,90,48,453,Fernando,Fernandinho
7970,454,8,2,0,True,1,0,40,454,Matthew,Pollock
7971,454,12,4,0,False,2,0,40,454,Matthew,Pollock
7972,454,27,17,0,False,3,0,40,454,Matthew,Pollock
7973,454,40,20,0,True,4,0,40,454,Matthew,Pollock
7974,454,47,15,0,False,5,0,40,454,Matthew,Pollock
7975,454,60,14,0,True,6,0,40,454,Matthew,Pollock
7976,454,65,10,0,False,7,0,40,454,Matthew,Pollock
7977,454,80,11,0,True,8,0,40,454,Matthew,Pollock
7978,454,86,8,0,False,9,0,40,454,Matthew,Pollock
7979,454,99,16,0,True,10,0,40,454,Matthew,Pollock
7980,454,101,1,0,False,11,0,40,454,Matthew,Pollock
7981,454,119,13,0,True,12,0,40,454,Matthew,Pollock
7982,454,127,9,0,False,13,0,40,454,Matthew,Pollock
7983,454,135,6,0,True,14,0,40,454,Matthew,Pollock
7984,454,148,12,0,True,15,0,40,454,Matthew,Pollock
7985,454,152,3,0,False,16,0,40,454,Matthew,Pollock
7986,455,5,20,0,True,1,0,75,455,Patson,Daka
7987,455,20,19,1,False,2,26,74,455,Patson,Daka
7988,455,26,15,0,False,3,0,73,455,Patson,Daka
7989,455,37,12,0,True,4,0,72,455,Patson,Daka
7990,455,42,4,0,False,5,0,72,455,Patson,Daka
7991,455,57,5,0,True,6,0,71,455,Patson,Daka
7992,455,64,7,0,False,7,0,71,455,Patson,Daka
7993,455,75,13,6,True,8,13,71,455,Patson,Daka
7994,455,82,3,4,False,9,45,71,455,Patson,Daka
7995,455,93,1,1,True,10,20,71,455,Patson,Daka
7996,455,107,10,0,False,11,0,71,455,Patson,Daka
7997,455,113,6,0,True,12,0,71,455,Patson,Daka
7998,455,127,18,0,True,13,0,71,455,Patson,Daka
7999,455,139,16,1,False,14,15,71,455,Patson,Daka
8000,455,141,2,5,False,15,77,71,455,Patson,Daka
8001,455,157,14,10,True,16,90,71,455,Patson,Daka
8002,455,185,12,0,False,19,0,71,455,Patson,Daka
8003,456,7,11,1,True,1,90,45,456,Ben,Gibson
8004,456,16,12,0,False,2,90,45,456,Ben,Gibson
8005,456,26,9,1,True,3,90,45,456,Ben,Gibson
8006,456,31,1,0,False,4,0,45,456,Ben,Gibson
8007,456,47,18,0,True,5,0,44,456,Ben,Gibson
8008,456,55,8,1,False,6,90,44,456,Ben,Gibson
8009,456,62,5,6,False,7,90,44,456,Ben,Gibson
8010,456,78,4,6,True,8,90,44,456,Ben,Gibson
8011,456,84,6,-4,False,9,64,44,456,Ben,Gibson
8012,456,97,10,0,True,10,0,44,456,Ben,Gibson
8013,456,102,3,2,False,11,90,44,456,Ben,Gibson
8014,456,117,16,2,True,12,90,44,456,Ben,Gibson
8015,456,130,20,5,True,13,90,44,456,Ben,Gibson
8016,456,138,14,2,False,14,90,44,456,Ben,Gibson
8017,456,147,17,1,False,15,90,44,456,Ben,Gibson
8018,456,160,13,0,True,16,0,44,456,Ben,Gibson
8019,456,167,2,1,True,17,90,44,456,Ben,Gibson
8020,456,187,1,0,True,19,90,44,456,Ben,Gibson
8021,457,7,11,1,True,1,90,45,457,Dimitris,Giannoulis
8022,457,16,12,0,False,2,45,45,457,Dimitris,Giannoulis
8023,457,26,9,0,True,3,0,45,457,Dimitris,Giannoulis
8024,457,31,1,0,False,4,0,44,457,Dimitris,Giannoulis
8025,457,47,18,0,True,5,0,44,457,Dimitris,Giannoulis
8026,457,55,8,1,False,6,4,44,457,Dimitris,Giannoulis
8027,457,62,5,6,False,7,90,44,457,Dimitris,Giannoulis
8028,457,78,4,7,True,8,90,44,457,Dimitris,Giannoulis
8029,457,84,6,0,False,9,45,44,457,Dimitris,Giannoulis
8030,457,97,10,0,True,10,0,44,457,Dimitris,Giannoulis
8031,457,102,3,1,False,11,16,44,457,Dimitris,Giannoulis
8032,457,117,16,0,True,12,0,44,457,Dimitris,Giannoulis
8033,457,130,20,0,True,13,0,44,457,Dimitris,Giannoulis
8034,457,138,14,4,False,14,17,44,457,Dimitris,Giannoulis
8035,457,147,17,0,False,15,0,44,457,Dimitris,Giannoulis
8036,457,160,13,2,True,16,90,44,457,Dimitris,Giannoulis
8037,457,167,2,0,True,17,0,44,457,Dimitris,Giannoulis
8038,457,187,1,0,True,19,0,44,457,Dimitris,Giannoulis
8039,458,5,20,1,True,1,28,50,458,Boubakary,Soumaré
8040,458,20,19,1,False,2,9,50,458,Boubakary,Soumaré
8041,458,26,15,0,False,3,0,49,458,Boubakary,Soumaré
8042,458,37,12,0,True,4,0,49,458,Boubakary,Soumaré
8043,458,42,4,2,False,5,74,49,458,Boubakary,Soumaré
8044,458,57,5,2,True,6,61,48,458,Boubakary,Soumaré
8045,458,64,7,1,False,7,30,48,458,Boubakary,Soumaré
8046,458,75,13,2,True,8,90,48,458,Boubakary,Soumaré
8047,458,82,3,2,False,9,90,48,458,Boubakary,Soumaré
8048,458,93,1,2,True,10,90,48,458,Boubakary,Soumaré
8049,458,107,10,6,False,11,90,48,458,Boubakary,Soumaré
8050,458,113,6,2,True,12,74,48,458,Boubakary,Soumaré
8051,458,127,18,2,True,13,90,48,458,Boubakary,Soumaré
8052,458,139,16,1,False,14,45,48,458,Boubakary,Soumaré
8053,458,141,2,0,False,15,0,48,458,Boubakary,Soumaré
8054,458,157,14,3,True,16,84,48,458,Boubakary,Soumaré
8055,458,185,12,0,False,19,0,48,458,Boubakary,Soumaré
8056,459,6,10,0,True,1,0,50,459,Juan,Mata
8057,459,19,16,0,False,2,0,50,459,Juan,Mata
8058,459,30,20,0,False,3,0,49,459,Juan,Mata
8059,459,38,14,0,True,4,0,49,459,Juan,Mata
8060,459,49,19,0,False,5,0,49,459,Juan,Mata
8061,459,58,2,0,True,6,0,48,459,Juan,Mata
8062,459,67,8,0,True,7,0,48,459,Juan,Mata
8063,459,75,9,0,False,8,0,48,459,Juan,Mata
8064,459,88,11,0,True,9,0,48,459,Juan,Mata
8065,459,98,17,0,False,10,0,48,459,Juan,Mata
8066,459,108,12,0,True,11,0,48,459,Juan,Mata
8067,459,119,18,0,False,12,0,48,459,Juan,Mata
8068,459,125,6,0,False,13,0,48,459,Juan,Mata
8069,459,134,1,0,True,14,0,48,459,Juan,Mata
8070,459,144,7,0,True,15,0,48,459,Juan,Mata
8071,459,160,15,0,False,16,0,48,459,Juan,Mata
8072,459,186,14,0,False,19,0,47,459,Juan,Mata
8073,460,4,8,1,False,1,82,50,460,Romain,Perraud
8074,460,19,13,2,True,2,78,50,460,Romain,Perraud
8075,460,25,14,0,False,3,0,50,460,Romain,Perraud
8076,460,39,19,6,True,4,90,49,460,Romain,Perraud
8077,460,45,12,1,False,5,4,49,460,Romain,Perraud
8078,460,59,20,0,True,6,0,49,460,Romain,Perraud
8079,460,63,6,0,False,7,0,49,460,Romain,Perraud
8080,460,79,10,7,True,8,90,49,460,Romain,Perraud
8081,460,89,5,1,True,9,90,49,460,Romain,Perraud
8082,460,99,18,0,False,10,0,49,460,Romain,Perraud
8083,460,109,2,0,True,11,0,49,460,Romain,Perraud
8084,460,117,15,0,False,12,0,49,460,Romain,Perraud
8085,460,128,11,0,False,13,87,49,460,Romain,Perraud
8086,460,139,9,0,True,14,0,48,460,Romain,Perraud
8087,460,146,4,0,True,15,0,48,460,Romain,Perraud
8088,460,151,1,0,False,16,0,48,460,Romain,Perraud
8089,460,165,7,0,False,17,0,48,460,Romain,Perraud
8090,460,189,19,0,False,19,0,48,460,Romain,Perraud
8091,461,5,9,2,False,1,85,60,461,Francisco,Trincão
8092,461,17,17,2,True,2,83,60,461,Francisco,Trincão
8093,461,30,13,3,True,3,69,59,461,Francisco,Trincão
8094,461,40,18,3,False,4,62,59,461,Francisco,Trincão
8095,461,50,3,2,True,5,90,59,461,Francisco,Trincão
8096,461,59,16,0,False,6,0,59,461,Francisco,Trincão
8097,461,70,14,2,True,7,85,59,461,Francisco,Trincão
8098,461,72,2,0,False,8,0,59,461,Francisco,Trincão
8099,461,87,10,0,False,9,0,59,461,Francisco,Trincão
8100,461,100,8,2,True,10,78,58,461,Francisco,Trincão
8101,461,105,7,2,False,11,67,58,461,Francisco,Trincão
8102,461,120,19,0,True,12,0,58,461,Francisco,Trincão
8103,461,130,15,3,False,13,67,57,461,Francisco,Trincão
8104,461,137,5,1,True,14,6,57,461,Francisco,Trincão
8105,461,150,11,1,True,15,2,57,461,Francisco,Trincão
8106,461,159,12,1,False,16,8,57,461,Francisco,Trincão
8107,461,163,4,3,False,17,90,56,461,Francisco,Trincão
8108,461,180,6,1,True,18,1,56,461,Francisco,Trincão
8109,462,2,5,1,False,1,45,60,462,Enock,Mwepu
8110,462,12,18,0,True,2,18,60,462,Enock,Mwepu
8111,462,22,8,0,True,3,0,59,462,Enock,Mwepu
8112,462,32,3,0,False,4,0,59,462,Enock,Mwepu
8113,462,42,9,1,True,5,28,59,462,Enock,Mwepu
8114,462,54,7,0,False,6,0,59,462,Enock,Mwepu
8115,462,61,1,0,True,7,0,59,462,Enock,Mwepu
8116,462,78,15,0,False,8,0,59,462,Enock,Mwepu
8117,462,83,12,4,True,9,32,59,462,Enock,Mwepu
8118,462,94,11,9,False,10,90,59,462,Enock,Mwepu
8119,462,103,14,1,True,11,45,59,462,Enock,Mwepu
8120,462,111,2,0,False,12,0,59,462,Enock,Mwepu
8121,462,123,10,0,True,13,0,59,462,Enock,Mwepu
8122,462,136,19,0,False,14,0,59,462,Enock,Mwepu
8123,462,146,16,2,False,15,90,59,462,Enock,Mwepu
8124,462,163,20,2,True,17,83,59,462,Enock,Mwepu
8125,462,182,3,6,True,19,90,59,462,Enock,Mwepu
8126,463,6,13,-1,False,1,45,50,463,Héctor Junior,Firpo
8127,463,14,8,0,True,2,59,50,463,Héctor Junior,Firpo
8128,463,29,5,0,False,3,0,49,463,Héctor Junior,Firpo
8129,463,36,11,1,True,4,90,48,463,Héctor Junior,Firpo
8130,463,46,14,1,False,5,90,48,463,Héctor Junior,Firpo
8131,463,56,19,-1,True,6,90,48,463,Héctor Junior,Firpo
8132,463,65,18,8,True,7,90,48,463,Héctor Junior,Firpo
8133,463,79,16,0,False,8,0,48,463,Héctor Junior,Firpo
8134,463,87,20,0,True,9,0,48,463,Héctor Junior,Firpo
8135,463,97,15,0,False,10,0,48,463,Héctor Junior,Firpo
8136,463,107,9,0,True,11,0,48,463,Héctor Junior,Firpo
8137,463,118,17,1,False,12,31,48,463,Héctor Junior,Firpo
8138,463,123,4,0,False,13,45,47,463,Héctor Junior,Firpo
8139,463,133,7,0,True,14,45,47,463,Héctor Junior,Firpo
8140,463,143,3,1,True,15,67,47,463,Héctor Junior,Firpo
8141,463,155,6,0,False,16,90,47,463,Héctor Junior,Firpo
8142,463,170,12,-1,False,17,72,47,463,Héctor Junior,Firpo
8143,463,173,1,0,True,18,0,47,463,Héctor Junior,Firpo
8144,464,3,6,0,False,1,0,55,464,Michael,Olise
8145,464,13,3,0,True,2,0,55,464,Michael,Olise
8146,464,28,19,0,False,3,0,54,464,Michael,Olise
8147,464,34,17,1,True,4,4,54,464,Michael,Olise
8148,464,44,11,1,False,5,8,54,464,Michael,Olise
8149,464,54,4,0,True,6,0,54,464,Michael,Olise
8150,464,64,9,7,True,7,37,54,464,Michael,Olise
8151,464,71,1,4,False,8,19,54,464,Michael,Olise
8152,464,85,14,2,True,9,66,54,464,Michael,Olise
8153,464,95,12,4,False,10,5,54,464,Michael,Olise
8154,464,105,20,0,True,11,10,54,464,Michael,Olise
8155,464,112,5,0,False,12,32,54,464,Michael,Olise
8156,464,126,2,2,True,13,86,54,464,Michael,Olise
8157,464,133,10,1,False,14,1,54,464,Michael,Olise
8158,464,144,13,1,False,15,6,54,464,Michael,Olise
8159,464,156,8,0,True,16,0,54,464,Michael,Olise
8160,464,165,16,1,True,17,15,54,464,Michael,Olise
8161,464,188,17,0,False,19,0,54,464,Michael,Olise
8162,465,9,19,0,True,1,90,45,465,Federico,Fernández
8163,465,11,2,1,False,2,77,45,465,Federico,Fernández
8164,465,25,16,1,True,3,90,45,465,Federico,Fernández
8165,465,38,13,0,False,4,0,45,465,Federico,Fernández
8166,465,46,10,0,True,5,0,45,465,Federico,Fernández
8167,465,60,18,2,False,6,90,44,465,Federico,Fernández
8168,465,70,20,1,False,7,90,44,465,Federico,Fernández
8169,465,77,17,0,True,8,0,44,465,Federico,Fernández
8170,465,85,7,0,False,9,0,44,465,Federico,Fernández
8171,465,96,6,0,True,10,0,44,465,Federico,Fernández
8172,465,103,4,0,False,11,0,43,465,Federico,Fernández
8173,465,116,3,0,True,12,0,43,465,Federico,Fernández
8174,465,121,1,0,False,13,0,43,465,Federico,Fernández
8175,465,138,15,5,True,14,79,43,465,Federico,Fernández
8176,465,145,5,1,True,15,5,43,465,Federico,Fernández
8177,465,157,9,0,False,16,0,43,465,Federico,Fernández
8178,465,169,11,0,False,17,0,43,465,Federico,Fernández
8179,465,175,12,0,True,18,0,43,465,Federico,Fernández
8180,465,186,13,0,True,19,0,43,465,Federico,Fernández
8181,466,1,3,1,False,1,9,45,466,Nuno,Tavares
8182,466,18,6,1,True,2,24,45,466,Nuno,Tavares
8183,466,24,12,0,False,3,0,45,466,Nuno,Tavares
8184,466,31,15,0,True,4,0,44,466,Nuno,Tavares
8185,466,43,5,0,False,5,12,44,466,Nuno,Tavares
8186,466,51,17,1,True,6,2,43,466,Nuno,Tavares
8187,466,61,4,0,False,7,0,43,466,Nuno,Tavares
8188,466,71,7,0,True,8,0,43,466,Nuno,Tavares
8189,466,81,2,2,True,9,90,43,466,Nuno,Tavares
8190,466,93,9,6,False,10,90,43,466,Nuno,Tavares
8191,466,101,18,6,True,11,90,43,466,Nuno,Tavares
8192,466,114,11,0,False,12,90,43,466,Nuno,Tavares
8193,466,121,14,11,True,13,90,43,466,Nuno,Tavares
8194,466,134,13,1,False,14,90,43,466,Nuno,Tavares
8195,466,142,8,0,False,15,25,43,466,Nuno,Tavares
8196,466,151,16,0,True,16,0,43,466,Nuno,Tavares
8197,466,161,19,1,True,17,2,43,466,Nuno,Tavares
8198,466,173,10,1,False,18,5,43,466,Nuno,Tavares
8199,466,187,15,0,False,19,0,43,466,Nuno,Tavares
8200,467,8,2,1,True,1,90,45,467,Oghenekaro Peter,Etebo
8201,467,12,4,2,False,2,90,45,467,Oghenekaro Peter,Etebo
8202,467,27,17,1,False,3,90,45,467,Oghenekaro Peter,Etebo
8203,467,40,20,1,True,4,76,45,467,Oghenekaro Peter,Etebo
8204,467,47,15,1,False,5,8,45,467,Oghenekaro Peter,Etebo
8205,467,60,14,1,True,6,15,45,467,Oghenekaro Peter,Etebo
8206,467,65,10,0,False,7,0,45,467,Oghenekaro Peter,Etebo
8207,467,80,11,0,True,8,0,45,467,Oghenekaro Peter,Etebo
8208,467,86,8,0,False,9,0,45,467,Oghenekaro Peter,Etebo
8209,467,99,16,0,True,10,0,44,467,Oghenekaro Peter,Etebo
8210,467,101,1,0,False,11,0,44,467,Oghenekaro Peter,Etebo
8211,467,119,13,0,True,12,0,44,467,Oghenekaro Peter,Etebo
8212,467,127,9,0,False,13,0,44,467,Oghenekaro Peter,Etebo
8213,467,135,6,0,True,14,0,44,467,Oghenekaro Peter,Etebo
8214,467,148,12,0,True,15,0,44,467,Oghenekaro Peter,Etebo
8215,467,152,3,0,False,16,0,44,467,Oghenekaro Peter,Etebo
8216,468,8,2,0,True,1,0,55,468,Joshua,King
8217,468,12,4,1,False,2,25,55,468,Joshua,King
8218,468,27,17,2,False,3,64,55,468,Joshua,King
8219,468,40,20,1,True,4,52,55,468,Joshua,King
8220,468,47,15,10,False,5,90,55,468,Joshua,King
8221,468,60,14,5,True,6,90,55,468,Joshua,King
8222,468,65,10,1,False,7,45,55,468,Joshua,King
8223,468,80,11,0,True,8,0,55,468,Joshua,King
8224,468,86,8,16,False,9,90,55,468,Joshua,King
8225,468,99,16,2,True,10,90,56,468,Joshua,King
8226,468,101,1,1,False,11,90,56,468,Joshua,King
8227,468,119,13,6,True,12,90,56,468,Joshua,King
8228,468,127,9,6,False,13,90,56,468,Joshua,King
8229,468,135,6,2,True,14,90,57,468,Joshua,King
8230,468,148,12,1,True,15,90,57,468,Joshua,King
8231,468,152,3,2,False,16,90,58,468,Joshua,King
8232,469,8,2,0,True,1,0,45,469,Adedapo,Mebude
