,name,element_type,Round,Squad,Opponent,total_points_y,Min_last_5,Gls_last_5,Ast_last_5,PK_last_5,PKatt_last_5,Sh_last_5,SoT_last_5,CrdY_last_5,CrdR_last_5,Touches_last_5,Press_last_5,Tkl_last_5,Int_last_5,Blocks_last_5,xG_last_5,npxG_last_5,xA_last_5,SCA_last_5,GCA_last_5,Cmp_last_5,Att_last_5,Cmp%_last_5,PrgDist_last_5,Carries_last_5,PrgDist.1_last_5,Succ_last_5,Att.1_last_5,Min_total,Gls_total,Ast_total,PK_total,PKatt_total,Sh_total,SoT_total,CrdY_total,CrdR_total,Touches_total,Press_total,Tkl_total,Int_total,Blocks_total,xG_total,npxG_total,xA_total,SCA_total,GCA_total,Cmp_total,Att_total,Cmp%_total,PrgDist_total,Carries_total,PrgDist.1_total,Succ_total,Att.1_total,deep_over_5_opp,deep_allowed_over_5_opp,missed_over_5_opp,npxG_over_5_opp,npxGA_over_5_opp,ppda_att_over_5_opp,ppda_def_over_5_opp,ppda_allowed_att_over_5_opp,ppda_allowed_def_over_5_opp,deep_over_5,deep_allowed_over_5,missed_over_5,npxG_over_5,npxGA_over_5,ppda_att_over_5,ppda_def_over_5
58,Stuart Armstrong,M,16,Southampton,West Ham,1,66.2,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.0,41.0,15.4,2.6,0.2,1.6,0.059999999999999956,0.059999999999999956,0.03999999999999991,1.0,0.2,21.4,29.0,58.279999999999895,94.0,26.0,116.8,0.6,2.2,331.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,205.0,77.0,13.0,1.0,8.0,0.3000000000000002,0.3000000000000002,0.1999999999999998,5.0,1.0,107.0,145.0,291.40000000000015,470.0,130.0,584.0,3.0,11.0,6.0,6.4,2.0,1.2862271999999992,1.5201031999999997,312.8,17.8,209.0,20.4,6.0,6.0,0.6,0.9372419999999998,0.818136999999999,197.4,26.8
229,Stuart Dallas,D,11,Leeds United,Chelsea,1,88.0,0.2,0.0,0.0,0.0,1.4,0.6,0.4,0.0,79.2,12.8,1.2,0.8,1.2,0.08000000000000004,0.07999999999999968,0.05999999999999991,2.0,0.0,61.2,71.6,84.88000000000002,355.2,53.0,172.0,0.4,1.2,440.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,396.0,64.0,6.0,4.0,6.0,0.40000000000000124,0.40000000000000036,0.29999999999999954,10.0,0.0,306.0,358.0,424.39999999999986,1776.0,265.0,860.0,2.0,6.0,7.8,3.8,0.2,1.4241762,0.47898219999999886,207.0,19.2,423.2,17.2,11.2,6.0,1.6,2.0096046000000003,1.4242815999999994,163.0,30.4
230,Stuart Dallas,D,12,Leeds United,West Ham,1,88.0,0.2,0.0,0.0,0.0,1.2,0.4,0.4,0.0,75.2,13.4,1.6,1.0,1.2,0.06000000000000003,0.05999999999999968,0.05999999999999991,1.8,0.0,57.6,67.4,84.38000000000002,300.0,52.0,158.6,0.2,1.0,440.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,376.0,67.0,8.0,5.0,6.0,0.30000000000000127,0.3000000000000004,0.29999999999999954,9.0,0.0,288.0,337.0,421.89999999999986,1500.0,260.0,793.0,1.0,5.0,4.6,7.6,1.2,1.3822161999999993,1.1997403999999998,325.4,19.2,210.0,14.8,8.6,6.4,2.2,1.7397546,2.1029755999999993,178.6,28.0
231,Stuart Dallas,D,13,Leeds United,Newcastle Utd,7,90.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,70.6,14.0,2.6,1.0,1.2,0.06000000000000003,0.05999999999999968,0.07999999999999992,2.0,0.0,52.6,62.2,83.98000000000002,307.0,45.6,146.8,0.2,1.0,450.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,353.0,70.0,13.0,5.0,6.0,0.30000000000000127,0.3000000000000004,0.3999999999999996,10.0,0.0,263.0,311.0,419.89999999999986,1535.0,228.0,734.0,1.0,5.0,3.0,8.8,2.0,0.8343484,1.372902199999999,310.4,19.4,168.0,21.4,8.8,6.8,1.8,1.5511657999999997,1.996915599999999,173.6,28.2
232,Stuart Dallas,D,14,Leeds United,Manchester Utd,5,90.0,0.2,0.0,0.0,0.0,1.8,0.4,0.2,0.0,71.8,14.4,2.2,1.8,1.4,0.18000000000000002,0.17999999999999966,0.07999999999999992,2.0,0.0,52.8,62.0,84.54,314.6,42.2,163.6,0.4,0.8,450.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,359.0,72.0,11.0,9.0,7.0,0.9000000000000012,0.9000000000000004,0.3999999999999996,10.0,0.0,264.0,310.0,422.6999999999998,1573.0,211.0,818.0,2.0,4.0,7.6,6.2,1.4,2.1314193999999995,1.4366205999999986,265.8,19.6,305.6,22.6,10.8,5.8,1.4,1.9718571999999999,2.025451599999999,163.4,25.6
233,Stuart Dallas,D,15,Leeds United,Burnley,6,90.0,0.4,0.0,0.0,0.0,1.4,0.4,0.0,0.0,72.0,13.6,2.6,2.0,1.6,0.14000000000000004,0.13999999999999968,0.07999999999999992,1.6,0.0,51.6,61.0,83.92000000000002,312.0,42.6,155.6,0.4,0.8,450.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,360.0,68.0,13.0,10.0,8.0,0.7000000000000013,0.7000000000000004,0.3999999999999996,8.0,0.0,258.0,305.0,419.59999999999985,1560.0,213.0,778.0,2.0,4.0,5.2,8.0,0.6,0.9226212,1.602804999999999,273.8,22.8,141.4,19.8,9.6,7.4,2.6,1.9064511999999998,2.686547999999999,162.6,23.4
234,Stuart Dallas,D,16,Leeds United,West Brom,12,90.0,0.4,0.0,0.0,0.0,1.6,0.4,0.0,0.0,67.2,14.0,3.0,1.8,1.8,0.16000000000000003,0.15999999999999967,0.019999999999999917,1.2,0.0,46.0,57.2,80.14000000000001,254.2,38.8,116.0,0.8,0.8,450.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,336.0,70.0,15.0,9.0,9.0,0.8000000000000013,0.8000000000000004,0.09999999999999959,6.0,0.0,230.0,286.0,400.6999999999998,1271.0,194.0,580.0,4.0,4.0,2.6,13.0,2.4,0.42587124000000004,1.6979945999999995,277.6,14.6,175.0,17.8,8.4,8.2,2.6,1.5581111999999995,2.737271999999999,150.2,19.8
356,Sébastien Haller,F,12,West Ham,Leeds United,2,77.6,0.2,0.0,0.0,0.0,2.0,0.6,0.0,0.0,28.0,15.6,0.8,0.4,0.4,0.2600000000000003,0.25999999999999934,0.13999999999999999,2.2,0.0,12.0,18.6,61.699999999999974,51.4,15.2,31.8,1.2,1.4,388.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,140.0,78.0,4.0,2.0,2.0,1.3000000000000018,1.3000000000000012,0.6999999999999995,11.0,0.0,60.0,93.0,308.5,257.0,76.0,159.0,6.0,7.0,8.6,6.4,2.2,1.7397546,2.1029755999999993,178.6,28.0,328.2,19.4,4.6,7.6,1.2,1.3822161999999993,1.1997403999999998,325.4,19.2
357,Sébastien Haller,F,13,West Ham,Crystal Palace,7,81.0,0.2,0.0,0.0,0.0,3.0,1.4,0.0,0.0,34.6,17.0,1.2,0.4,0.2,0.42000000000000026,0.4199999999999994,0.12,2.0,0.0,14.6,22.4,61.49999999999998,58.8,20.4,44.6,1.2,2.0,405.0,1.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,173.0,85.0,6.0,2.0,1.0,2.100000000000002,2.1000000000000014,0.5999999999999995,10.0,0.0,73.0,112.0,307.5,294.0,102.0,223.0,6.0,10.0,10.2,5.6,1.2,1.3301766000000008,1.171157399999999,256.6,17.4,225.6,26.0,6.0,6.8,1.0,1.685426599999999,1.2004259999999998,298.8,19.2
358,Sébastien Haller,F,14,West Ham,Chelsea,2,81.0,0.4,0.0,0.0,0.0,3.0,1.4,0.0,0.0,37.4,16.4,1.2,0.6,0.2,0.40000000000000024,0.3999999999999994,0.12,1.8,0.0,16.6,24.2,66.03999999999998,67.6,21.2,45.4,1.2,2.0,405.0,2.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,187.0,82.0,6.0,3.0,1.0,2.0000000000000018,2.0000000000000013,0.5999999999999995,9.0,0.0,83.0,121.0,330.2,338.0,106.0,227.0,6.0,10.0,6.6,4.0,0.8,2.0525390000000003,0.5534173999999988,197.6,25.2,332.8,16.4,5.4,6.6,1.2,1.4900923999999993,1.2010299999999998,293.4,18.4
359,Sébastien Haller,F,15,West Ham,Brighton,2,81.0,0.2,0.0,0.0,0.0,2.4,1.0,0.0,0.0,34.2,18.8,1.2,0.8,0.4,0.22000000000000028,0.2199999999999994,0.039999999999999994,1.0,0.0,13.8,21.0,63.039999999999985,47.8,19.0,40.6,0.8,2.0,405.0,1.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,171.0,94.0,6.0,4.0,2.0,1.1000000000000019,1.1000000000000014,0.1999999999999995,5.0,0.0,69.0,105.0,315.20000000000005,239.0,95.0,203.0,4.0,10.0,7.0,5.2,1.4,1.2425140000000003,0.9106097999999996,207.4,22.0,231.8,21.0,5.2,7.0,1.8,1.1227997999999992,1.5448691999999995,304.0,18.8
360,Sébastien Haller,F,16,West Ham,Southampton,2,90.0,0.2,0.0,0.0,0.0,2.6,1.2,0.0,0.0,36.8,18.8,1.0,0.8,0.4,0.22000000000000028,0.2199999999999994,0.07999999999999999,1.2,0.0,16.2,23.0,70.05999999999999,46.4,20.4,39.2,0.6,1.8,450.0,1.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,184.0,94.0,5.0,4.0,2.0,1.1000000000000019,1.1000000000000014,0.3999999999999995,6.0,0.0,81.0,115.0,350.30000000000007,232.0,102.0,196.0,3.0,9.0,6.0,6.0,0.6,0.9372419999999998,0.818136999999999,197.4,26.8,291.2,24.0,6.0,6.4,2.0,1.2862271999999992,1.5201031999999997,312.8,17.8
2,Tammy Abraham,F,11,Chelsea,Leeds United,1,70.8,0.4,0.2,0.0,0.0,2.6,1.0,0.0,0.0,24.4,11.0,0.4,0.4,0.4,0.33999999999999997,0.33999999999999997,0.18,2.0,0.2,9.8,15.0,69.50000000000001,30.4,13.0,28.6,0.6,1.2,354.0,2.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,122.0,55.0,2.0,2.0,2.0,1.7000000000000002,1.7000000000000002,0.9,10.0,1.0,49.0,75.0,347.50000000000006,152.0,65.0,143.0,3.0,6.0,11.2,6.0,1.6,2.0096046000000003,1.4242815999999994,163.0,30.4,313.8,16.6,7.8,3.8,0.2,1.4241762,0.47898219999999886,207.0,19.2
3,Tammy Abraham,F,12,Chelsea,Everton,1,69.2,0.4,0.2,0.0,0.0,2.8,1.0,0.0,0.0,24.8,10.0,0.0,0.4,0.4,0.36,0.36,0.18,2.0,0.2,10.4,15.6,69.50000000000001,30.8,13.2,24.2,0.6,1.2,346.0,2.0,1.0,0.0,0.0,14.0,5.0,0.0,0.0,124.0,50.0,0.0,2.0,2.0,1.8000000000000003,1.8000000000000003,0.9,10.0,1.0,52.0,78.0,347.50000000000006,154.0,66.0,121.0,3.0,6.0,8.4,7.8,1.8,1.4837988000000004,1.6838267999999992,254.4,22.4,319.6,24.0,9.4,4.0,0.4,2.359139,0.5548367999999989,201.8,21.0
4,Tammy Abraham,F,13,Chelsea,Wolves,1,58.6,0.4,0.0,0.0,0.0,2.4,0.8,0.0,0.0,20.8,10.2,0.0,0.4,0.4,0.31999999999999995,0.31999999999999995,0.15999999999999998,1.6,0.0,7.4,12.6,63.220000000000006,17.0,10.4,23.0,0.6,1.2,293.0,2.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,104.0,51.0,0.0,2.0,2.0,1.6000000000000003,1.6000000000000003,0.8,8.0,0.0,37.0,63.0,316.1,85.0,52.0,115.0,3.0,6.0,4.8,7.4,1.6,1.130880599999999,0.9662515999999994,288.6,18.4,230.0,21.6,8.2,4.2,0.6,2.314239,0.5654541999999989,181.2,21.4
5,Tammy Abraham,F,14,Chelsea,West Ham,13,44.6,0.2,0.0,0.0,0.0,1.6,0.4,0.0,0.0,16.0,7.2,0.0,0.2,0.6,0.21999999999999997,0.21999999999999997,0.11999999999999997,0.8,0.0,5.6,10.2,59.46,14.4,8.0,18.6,0.4,0.8,223.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,80.0,36.0,0.0,1.0,3.0,1.1000000000000003,1.1000000000000003,0.6000000000000001,4.0,0.0,28.0,51.0,297.3,72.0,40.0,93.0,2.0,4.0,5.4,6.6,1.2,1.4900923999999993,1.2010299999999998,293.4,18.4,194.8,18.2,6.6,4.0,0.8,2.0525390000000003,0.5534173999999988,197.6,25.2
6,Tammy Abraham,F,15,Chelsea,Arsenal,6,44.6,0.4,0.0,0.0,0.0,1.4,0.4,0.0,0.0,16.2,6.0,0.0,0.0,1.2,0.27999999999999997,0.27999999999999997,0.0,0.4,0.0,7.2,11.2,64.0,23.0,8.0,14.8,0.6,1.0,223.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,81.0,30.0,0.0,0.0,6.0,1.4000000000000004,1.4000000000000004,1.1102230246251565e-16,2.0,0.0,36.0,56.0,320.0,115.0,40.0,74.0,3.0,5.0,10.2,4.4,1.6,0.9438730000000002,0.9975215999999996,220.2,22.2,276.0,16.4,6.8,5.2,0.8,2.1710070000000004,0.5353075999999989,222.6,25.6
644,Tanguy Ndombele,M,12,Tottenham,Crystal Palace,3,66.4,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,38.4,18.8,1.2,0.6,1.2,0.0,0.0,0.2200000000000002,1.4,0.2,23.4,29.6,78.7199999999999,99.2,26.4,87.4,2.6,4.0,332.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,192.0,94.0,6.0,3.0,6.0,6.938893903907228e-16,1.8041124150158794e-15,1.0999999999999992,7.0,1.0,117.0,148.0,393.60000000000053,496.0,132.0,437.0,13.0,20.0,9.0,6.4,1.4,1.1218440000000007,1.1593633999999988,260.6,16.2,261.8,27.8,2.8,7.4,0.2,0.8920961999999999,0.8714059999999989,285.6,19.4
645,Tanguy Ndombele,M,13,Tottenham,Liverpool,0,64.0,0.0,0.2,0.0,0.0,0.4,0.4,0.2,0.0,36.6,19.6,1.6,1.0,1.4,0.07999999999999988,0.07999999999999921,0.18000000000000022,1.4,0.4,20.6,26.2,78.85999999999991,83.2,22.2,66.2,1.8,2.6,320.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,183.0,98.0,8.0,5.0,7.0,0.4000000000000007,0.4000000000000018,0.8999999999999992,7.0,2.0,103.0,131.0,394.3000000000006,416.0,111.0,331.0,9.0,13.0,7.4,4.2,0.6,1.4276166,1.135079999999999,225.8,18.0,356.2,20.6,3.0,8.0,0.2,0.9314421999999999,1.175400599999999,266.8,17.0
646,Tanguy Ndombele,M,14,Tottenham,Leicester City,1,51.4,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,31.2,16.8,1.4,1.0,1.4,0.07999999999999988,0.07999999999999921,0.18000000000000022,1.4,0.4,17.6,22.4,63.079999999999906,69.8,17.8,55.2,1.4,2.0,257.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,156.0,84.0,7.0,5.0,7.0,0.4000000000000007,0.4000000000000018,0.8999999999999992,7.0,2.0,88.0,112.0,315.40000000000055,349.0,89.0,276.0,7.0,10.0,7.8,5.4,1.6,1.4269699999999994,1.5291491999999993,214.0,22.4,320.0,22.6,2.2,10.4,0.6,0.8605361999999998,1.259096199999999,314.2,17.4
647,Tanguy Ndombele,M,15,Tottenham,Wolves,11,47.8,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,26.0,13.6,1.2,1.0,1.0,0.07999999999999988,0.07999999999999921,0.08000000000000021,0.6,0.4,14.8,17.8,67.09999999999991,60.0,14.6,42.2,1.6,2.2,239.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,130.0,68.0,6.0,5.0,5.0,0.4000000000000007,0.4000000000000018,0.39999999999999925,3.0,2.0,74.0,89.0,335.50000000000057,300.0,73.0,211.0,8.0,11.0,4.2,7.6,1.8,0.976018199999999,1.1985923999999994,238.8,17.6,219.8,23.2,2.8,11.2,1.0,0.8974941999999999,1.123756999999999,295.0,17.6
483,Tariq Lamptey,D,13,Brighton,Fulham,6,87.4,0.2,0.0,0.0,0.0,0.6,0.2,0.6,0.2,58.2,9.4,1.8,1.2,0.4,0.07999999999999971,0.07999999999999932,0.10000000000000009,1.2,0.0,35.0,45.8,76.47999999999988,157.0,39.0,205.2,1.8,4.2,437.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,291.0,47.0,9.0,6.0,2.0,0.400000000000001,0.4000000000000016,0.49999999999999944,6.0,0.0,175.0,229.0,382.40000000000043,785.0,195.0,1026.0,9.0,21.0,5.2,9.6,1.6,1.0971448000000006,1.7040939999999996,372.6,17.8,184.6,21.8,7.4,5.0,1.4,1.1879488000000005,0.9207023999999999,237.4,22.4
890,Theo Walcott,M,9,Southampton,Wolves,7,88.8,0.0,0.6,0.0,0.0,2.4,0.0,0.0,0.0,41.0,21.8,2.6,0.4,1.6,0.13999999999999957,0.1399999999999995,0.08000000000000028,2.0,1.0,17.8,23.2,75.01999999999978,35.8,27.8,133.4,1.2,3.2,444.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,205.0,109.0,13.0,2.0,8.0,0.7000000000000004,0.7000000000000022,0.3999999999999997,10.0,5.0,89.0,116.0,375.1000000000006,179.0,139.0,667.0,6.0,16.0,4.6,5.8,0.4,0.8397433999999991,0.7282661999999996,306.6,22.2,273.2,17.0,4.6,4.6,1.2,1.0206453999999996,0.8596859999999988,239.0,27.2
891,Theo Walcott,M,9,Southampton,Wolves,7,88.8,0.2,0.4,0.0,0.0,2.6,0.4,0.0,0.0,38.8,20.6,2.2,0.4,1.2,0.3399999999999996,0.3399999999999995,0.04000000000000028,0.8,0.8,17.0,21.2,77.35999999999979,36.4,25.8,121.2,0.8,3.0,444.0,1.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,194.0,103.0,11.0,2.0,6.0,1.7000000000000004,1.7000000000000022,0.19999999999999968,4.0,4.0,85.0,106.0,386.8000000000006,182.0,129.0,606.0,4.0,15.0,4.6,5.8,0.4,0.8397433999999991,0.7282661999999996,306.6,22.2,273.2,17.0,4.6,4.6,1.2,1.0206453999999996,0.8596859999999988,239.0,27.2
892,Theo Walcott,M,10,Southampton,Manchester Utd,2,88.8,0.4,0.4,0.0,0.0,2.8,0.8,0.0,0.0,38.6,20.6,1.6,0.2,0.8,0.5399999999999996,0.5399999999999995,0.04000000000000028,0.6,0.6,18.2,22.6,78.51999999999978,41.2,25.4,129.4,0.8,2.8,444.0,2.0,2.0,0.0,0.0,14.0,4.0,0.0,0.0,193.0,103.0,8.0,1.0,4.0,2.7000000000000006,2.7000000000000024,0.19999999999999968,3.0,3.0,91.0,113.0,392.6000000000006,206.0,127.0,647.0,4.0,14.0,10.4,3.8,0.8,1.3566479999999994,0.35414039999999886,310.0,23.4,301.6,25.2,5.4,5.4,1.4,1.0465295999999995,1.142387399999999,253.4,24.6
893,Theo Walcott,M,10,Southampton,Manchester Utd,2,88.8,0.4,0.4,0.0,0.0,2.8,1.2,0.0,0.0,40.0,19.0,1.0,0.2,0.4,0.5199999999999996,0.5199999999999995,0.04000000000000028,0.4,0.4,19.6,24.8,78.01999999999978,49.8,27.4,141.4,1.2,3.4,444.0,2.0,2.0,0.0,0.0,14.0,6.0,0.0,0.0,200.0,95.0,5.0,1.0,2.0,2.6000000000000005,2.6000000000000023,0.19999999999999968,2.0,2.0,98.0,124.0,390.1000000000006,249.0,137.0,707.0,6.0,17.0,10.4,3.8,0.8,1.3566479999999994,0.35414039999999886,310.0,23.4,301.6,25.2,5.4,5.4,1.4,1.0465295999999995,1.142387399999999,253.4,24.6
894,Theo Walcott,M,11,Southampton,Brighton,2,89.4,0.4,0.2,0.0,0.0,2.6,1.6,0.0,0.0,38.4,17.6,1.0,0.4,0.2,0.47999999999999954,0.4799999999999994,0.020000000000000278,0.2,0.2,17.6,23.6,74.01999999999978,53.6,25.8,109.4,1.2,3.4,447.0,2.0,1.0,0.0,0.0,13.0,8.0,0.0,0.0,192.0,88.0,5.0,2.0,1.0,2.4000000000000004,2.400000000000002,0.09999999999999967,1.0,1.0,88.0,118.0,370.1000000000006,268.0,129.0,547.0,6.0,17.0,6.8,3.2,1.0,0.9493490000000003,0.7760013999999998,236.4,20.0,260.4,21.0,4.4,5.0,1.4,0.8615901999999995,1.240065399999999,243.6,25.4
895,Theo Walcott,M,11,Southampton,Brighton,2,85.6,0.4,0.0,0.0,0.0,2.6,1.6,0.0,0.0,33.2,16.4,0.8,0.4,0.2,0.4599999999999995,0.4599999999999994,2.7755575615628914e-16,0.0,0.0,14.4,20.4,70.9599999999998,47.8,21.0,67.4,0.8,2.4,428.0,2.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,166.0,82.0,4.0,2.0,1.0,2.3000000000000003,2.300000000000002,-3.3306690738754696e-16,0.0,0.0,72.0,102.0,354.8000000000006,239.0,105.0,337.0,4.0,12.0,6.8,3.2,1.0,0.9493490000000003,0.7760013999999998,236.4,20.0,260.4,21.0,4.4,5.0,1.4,0.8615901999999995,1.240065399999999,243.6,25.4
896,Theo Walcott,M,12,Southampton,Sheffield Utd,3,81.2,0.2,0.0,0.0,0.0,2.6,1.2,0.0,0.0,31.2,15.0,0.6,0.4,0.4,0.2599999999999995,0.25999999999999945,2.7755575615628914e-16,0.0,0.0,13.4,19.2,70.23999999999981,42.0,20.2,61.2,0.8,2.2,406.0,1.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,156.0,75.0,3.0,2.0,2.0,1.3000000000000003,1.300000000000002,-3.3306690738754696e-16,0.0,0.0,67.0,96.0,351.2000000000006,210.0,101.0,306.0,4.0,11.0,5.8,8.8,1.8,1.1560135999999999,1.9987379999999988,343.0,18.4,176.0,15.6,4.2,5.6,1.6,0.8306559999999996,1.437172599999999,214.6,26.8
897,Theo Walcott,M,12,Southampton,Sheffield Utd,3,79.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,30.6,12.8,0.6,0.6,0.6,0.0399999999999995,0.03999999999999941,2.7755575615628914e-16,0.4,0.0,13.6,19.6,69.7799999999998,47.6,20.6,72.4,1.2,2.4,395.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,153.0,64.0,3.0,3.0,3.0,0.20000000000000018,0.20000000000000195,-3.3306690738754696e-16,2.0,0.0,68.0,98.0,348.9000000000006,238.0,103.0,362.0,6.0,12.0,5.8,8.8,1.8,1.1560135999999999,1.9987379999999988,343.0,18.4,176.0,15.6,4.2,5.6,1.6,0.8306559999999996,1.437172599999999,214.6,26.8
898,Theo Walcott,M,13,Southampton,Arsenal,9,76.8,0.0,0.0,0.0,0.0,1.6,0.4,0.0,0.0,28.4,12.2,0.6,0.6,0.8,0.0399999999999995,0.03999999999999941,2.7755575615628914e-16,0.8,0.0,13.6,19.2,70.9799999999998,49.4,18.6,79.8,1.2,1.8,384.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,142.0,61.0,3.0,3.0,4.0,0.20000000000000018,0.20000000000000195,-3.3306690738754696e-16,4.0,0.0,68.0,96.0,354.9000000000006,247.0,93.0,399.0,6.0,9.0,8.8,7.4,1.6,1.1336968000000003,1.4320267999999996,202.2,21.8,274.0,20.0,5.2,4.8,1.0,1.0859359999999996,1.143519599999999,200.6,26.0
899,Theo Walcott,M,13,Southampton,Arsenal,9,71.2,0.2,0.0,0.0,0.0,1.6,0.4,0.0,0.0,27.2,12.2,0.8,0.6,1.0,0.11999999999999951,0.11999999999999941,2.7755575615628914e-16,0.8,0.0,13.0,18.0,72.0799999999998,42.8,18.2,69.8,1.2,1.6,356.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,136.0,61.0,4.0,3.0,5.0,0.6000000000000002,0.600000000000002,-3.3306690738754696e-16,4.0,0.0,65.0,90.0,360.4000000000006,214.0,91.0,349.0,6.0,8.0,8.8,7.4,1.6,1.1336968000000003,1.4320267999999996,202.2,21.8,274.0,20.0,5.2,4.8,1.0,1.0859359999999996,1.143519599999999,200.6,26.0
900,Theo Walcott,M,14,Southampton,Manchester City,2,70.0,0.4,0.0,0.0,0.0,1.4,0.8,0.0,0.0,29.6,12.0,1.2,0.8,1.0,0.17999999999999952,0.17999999999999944,2.7755575615628914e-16,0.8,0.0,13.6,18.8,72.23999999999981,45.8,21.0,69.8,1.6,2.4,350.0,2.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,148.0,60.0,6.0,4.0,5.0,0.9000000000000002,0.900000000000002,-3.3306690738754696e-16,4.0,0.0,68.0,94.0,361.2000000000006,229.0,105.0,349.0,8.0,12.0,12.4,3.2,0.2,1.957932,0.4192305999999989,218.0,20.6,391.4,18.6,6.6,6.0,1.2,1.1113623999999995,1.240619999999999,202.2,23.4
901,Theo Walcott,M,14,Southampton,Manchester City,2,74.4,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,13.6,2.4,1.0,1.0,0.15999999999999953,0.15999999999999942,0.08000000000000028,1.4,0.0,15.4,21.2,72.57999999999981,54.4,24.4,98.2,1.6,3.0,372.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,165.0,68.0,12.0,5.0,5.0,0.8000000000000003,0.800000000000002,0.3999999999999997,7.0,0.0,77.0,106.0,362.90000000000066,272.0,122.0,491.0,8.0,15.0,12.4,3.2,0.2,1.957932,0.4192305999999989,218.0,20.6,391.4,18.6,6.6,6.0,1.2,1.1113623999999995,1.240619999999999,202.2,23.4
902,Theo Walcott,M,15,Southampton,Fulham,3,76.6,0.4,0.0,0.0,0.0,1.2,1.2,0.0,0.0,35.0,16.0,3.4,1.0,1.0,0.15999999999999953,0.15999999999999942,0.16000000000000028,1.6,0.0,16.0,22.0,72.65999999999983,51.6,26.6,109.2,1.2,3.2,383.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,175.0,80.0,17.0,5.0,5.0,0.8000000000000003,0.800000000000002,0.7999999999999997,8.0,0.0,80.0,110.0,363.3000000000007,258.0,133.0,546.0,6.0,16.0,4.2,8.6,1.0,1.0798968000000007,1.1624139999999994,359.0,18.4,178.8,22.8,6.0,6.6,1.2,1.0130567999999998,1.156859999999999,223.2,25.2
903,Theo Walcott,M,15,Southampton,Fulham,3,78.8,0.4,0.0,0.0,0.0,1.2,1.2,0.0,0.0,35.6,18.2,3.4,0.8,1.0,0.15999999999999953,0.15999999999999942,0.16000000000000028,1.2,0.0,14.4,20.8,68.11999999999982,39.0,27.6,115.0,1.2,3.8,394.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,178.0,91.0,17.0,4.0,5.0,0.8000000000000003,0.800000000000002,0.7999999999999997,6.0,0.0,72.0,104.0,340.6000000000007,195.0,138.0,575.0,6.0,19.0,4.2,8.6,1.0,1.0798968000000007,1.1624139999999994,359.0,18.4,178.8,22.8,6.0,6.6,1.2,1.0130567999999998,1.156859999999999,223.2,25.2
