,Name,Venue,Round,Squad,Opponent,Min,xG,xA,Touches
5389,Daniel James,Away,Matchweek 2,Manchester Utd,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5390,Daniel James,Away,Matchweek 3,Manchester Utd,Wolves,52,0.0,0.0,19
5391,Daniel James,Home,Matchweek 4,Leeds United,Liverpool,23,0.0,0.0,15
5392,Daniel James,Away,Matchweek 5,Leeds United,Newcastle Utd,60,0.2,0.1,27
5393,Daniel James,Home,Matchweek 6,Leeds United,West Ham,45,0.0,0.0,10
5394,Daniel James,Home,Matchweek 7,Leeds United,Watford,90,0.1,0.0,31
5395,Daniel James,Away,Matchweek 8,Leeds United,Southampton,90,0.1,0.0,32
5396,Daniel James,Home,Matchweek 9,Leeds United,Wolves,90,0.0,0.0,28
5397,Daniel James,Away,Matchweek 10,Leeds United,Norwich City,76,0.1,0.2,23
5398,Daniel James,Home,Matchweek 11,Leeds United,Leicester City,90,0.3,0.0,45
5399,Daniel James,Away,Matchweek 12,Leeds United,Tottenham,90,0.6,0.0,38
5400,Daniel James,Away,Matchweek 13,Leeds United,Brighton,90,0.1,0.0,19
5401,Daniel James,Home,Matchweek 14,Leeds United,Crystal Palace,90,0.2,0.6,43
5402,Daniel James,Home,Matchweek 15,Leeds United,Brentford,90,0.0,0.1,38
5403,Daniel James,Away,Matchweek 16,Leeds United,Chelsea,87,0.0,0.0,25
5404,Daniel James,Away,Matchweek 17,Leeds United,Manchester City,45,0.0,0.0,12
5405,Daniel James,Home,Matchweek 21,Leeds United,Burnley,29,0.2,0.3,10
5406,Daniel James,Away,Matchweek 22,Leeds United,West Ham,90,0.4,0.0,30
5407,Daniel James,Home,Matchweek 23,Leeds United,Newcastle Utd,70,0.5,0.0,15
5408,Daniel James,Away,Matchweek 24,Leeds United,Aston Villa,90,0.8,0.0,25
5409,Daniel James,Away,Matchweek 25,Leeds United,Everton,90,0.1,0.0,26
5410,Daniel James,Home,Matchweek 26,Leeds United,Manchester Utd,90,0.2,0.6,30
5411,Daniel James,Away,Matchweek 19,Leeds United,Liverpool,60,0.0,0.0,11
5412,Daniel James,Home,Matchweek 27,Leeds United,Tottenham,90,0.2,0.1,29
5413,Daniel James,Away,Matchweek 28,Leeds United,Leicester City,90,0.2,0.1,32
5414,Daniel James,Home,Matchweek 20,Leeds United,Aston Villa,90,0.0,0.0,27
5415,Daniel James,Home,Matchweek 29,Leeds United,Norwich City,90,0.0,0.0,31
5416,Daniel James,Away,Matchweek 30,Leeds United,Wolves,90,0.5,0.3,24
5417,Daniel James,Home,Matchweek 31,Leeds United,Southampton,58,0.1,0.0,27
5418,Daniel James,Away,Matchweek 32,Leeds United,Watford,66,0.0,0.0,13
5419,Daniel James,Away,Matchweek 34,Leeds United,Crystal Palace,58,0.0,0.0,14
5420,Daniel James,Home,Matchweek 35,Leeds United,Manchester City,46,0.6,0.0,13
5421,Daniel James,Away,Matchweek 36,Leeds United,Arsenal,90,0.0,0.0,30
5422,Daniel James,Home,Matchweek 33,Leeds United,Chelsea,23,0.0,0.0,13
5423,Daniel James,Home,Matchweek 1,Manchester Utd,Leeds United,74,0.2,0.0,34
5424,Daniel James,Away,Matchweek 2,Manchester Utd,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5425,Daniel James,Away,Matchweek 3,Manchester Utd,Wolves,52,0.0,0.0,19
5426,Daniel James,Home,Matchweek 4,Leeds United,Liverpool,23,0.0,0.0,15
5427,Daniel James,Away,Matchweek 5,Leeds United,Newcastle Utd,60,0.2,0.1,27
5428,Daniel James,Home,Matchweek 6,Leeds United,West Ham,45,0.0,0.0,10
5429,Daniel James,Home,Matchweek 7,Leeds United,Watford,90,0.1,0.0,31
5430,Daniel James,Away,Matchweek 8,Leeds United,Southampton,90,0.1,0.0,32
5431,Daniel James,Home,Matchweek 9,Leeds United,Wolves,90,0.0,0.0,28
5432,Daniel James,Away,Matchweek 10,Leeds United,Norwich City,76,0.1,0.2,23
5433,Daniel James,Home,Matchweek 11,Leeds United,Leicester City,90,0.3,0.0,45
5434,Daniel James,Away,Matchweek 12,Leeds United,Tottenham,90,0.6,0.0,38
5435,Daniel James,Away,Matchweek 13,Leeds United,Brighton,90,0.1,0.0,19
5436,Daniel James,Home,Matchweek 14,Leeds United,Crystal Palace,90,0.2,0.6,43
5437,Daniel James,Home,Matchweek 15,Leeds United,Brentford,90,0.0,0.1,38
5438,Daniel James,Away,Matchweek 16,Leeds United,Chelsea,87,0.0,0.0,25
5439,Daniel James,Away,Matchweek 17,Leeds United,Manchester City,45,0.0,0.0,12
5440,Daniel James,Home,Matchweek 21,Leeds United,Burnley,29,0.2,0.3,10
5441,Daniel James,Away,Matchweek 22,Leeds United,West Ham,90,0.4,0.0,30
5442,Daniel James,Home,Matchweek 23,Leeds United,Newcastle Utd,70,0.5,0.0,15
5443,Daniel James,Away,Matchweek 24,Leeds United,Aston Villa,90,0.8,0.0,25
5444,Daniel James,Away,Matchweek 25,Leeds United,Everton,90,0.1,0.0,26
5445,Daniel James,Home,Matchweek 26,Leeds United,Manchester Utd,90,0.2,0.6,30
5446,Daniel James,Away,Matchweek 19,Leeds United,Liverpool,60,0.0,0.0,11
5447,Daniel James,Home,Matchweek 27,Leeds United,Tottenham,90,0.2,0.1,29
5448,Daniel James,Away,Matchweek 28,Leeds United,Leicester City,90,0.2,0.1,32
5449,Daniel James,Home,Matchweek 20,Leeds United,Aston Villa,90,0.0,0.0,27
5450,Daniel James,Home,Matchweek 29,Leeds United,Norwich City,90,0.0,0.0,31
5451,Daniel James,Away,Matchweek 30,Leeds United,Wolves,90,0.5,0.3,24
5452,Daniel James,Home,Matchweek 31,Leeds United,Southampton,58,0.1,0.0,27
5453,Daniel James,Away,Matchweek 32,Leeds United,Watford,66,0.0,0.0,13
5454,Daniel James,Away,Matchweek 34,Leeds United,Crystal Palace,58,0.0,0.0,14
5455,Daniel James,Home,Matchweek 35,Leeds United,Manchester City,46,0.6,0.0,13
5456,Daniel James,Away,Matchweek 36,Leeds United,Arsenal,90,0.0,0.0,30
5457,Daniel James,Home,Matchweek 33,Leeds United,Chelsea,23,0.0,0.0,13
5458,Reece James,Home,Matchweek 1,Chelsea,Crystal Palace,24,0.0,0.0,14
5459,Reece James,Away,Matchweek 2,Chelsea,Arsenal,90,0.5,1.1,90
5460,Reece James,Away,Matchweek 3,Chelsea,Liverpool,44,0.0,0.1,37
5461,Reece James,Away,Matchweek 5,Chelsea,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5462,Reece James,Home,Matchweek 6,Chelsea,Manchester City,28,0.0,0.0,12
5463,Reece James,Away,Matchweek 8,Chelsea,Brentford,2,0.0,0.0,4
5464,Reece James,Home,Matchweek 9,Chelsea,Norwich City,90,0.3,0.1,79
5465,Reece James,Away,Matchweek 10,Chelsea,Newcastle Utd,90,0.1,0.4,82
5466,Reece James,Home,Matchweek 11,Chelsea,Burnley,90,0.1,0.4,98
5467,Reece James,Away,Matchweek 12,Chelsea,Leicester City,90,0.1,0.3,94
5468,Reece James,Home,Matchweek 13,Chelsea,Manchester Utd,90,0.1,0.0,82
5469,Reece James,Away,Matchweek 15,Chelsea,West Ham,90,0.0,0.1,88
5470,Reece James,Home,Matchweek 16,Chelsea,Leeds United,90,0.1,0.1,56
5471,Reece James,Home,Matchweek 17,Chelsea,Everton,90,0.4,0.7,83
5472,Reece James,Away,Matchweek 18,Chelsea,Wolves,90,0.0,0.0,101
5473,Reece James,Away,Matchweek 19,Chelsea,Aston Villa,90,0.1,0.0,106
5474,Reece James,Home,Matchweek 20,Chelsea,Brighton,26,0.0,0.1,11
5475,Reece James,Away,Matchweek 28,Chelsea,Burnley,69,0.3,0.9,76
5476,Reece James,Home,Matchweek 31,Chelsea,Brentford,36,0.0,0.0,35
5477,Reece James,Away,Matchweek 32,Chelsea,Southampton,28,0.0,0.0,46
5478,Reece James,Home,Matchweek 25,Chelsea,Arsenal,90,0.0,0.0,90
5479,Reece James,Away,Matchweek 37,Chelsea,Manchester Utd,90,0.3,0.4,105
5480,Reece James,Away,Matchweek 35,Chelsea,Everton,90,0.1,0.0,105
5481,Reece James,Home,Matchweek 36,Chelsea,Wolves,90,0.0,0.0,70
5482,Reece James,Away,Matchweek 33,Chelsea,Leeds United,77,0.0,0.4,106
5483,Reece James,Home,Matchweek 27,Chelsea,Leicester City,90,0.2,0.2,119
5484,Reece James,Home,Matchweek 38,Chelsea,Watford,90,0.0,0.4,88
5485,Vitaly Janelt,Home,Matchweek 1,Brentford,Arsenal,90,0.0,0.0,41
5486,Vitaly Janelt,Away,Matchweek 2,Brentford,Crystal Palace,86,0.1,0.1,52
5487,Vitaly Janelt,Away,Matchweek 3,Brentford,Aston Villa,88,0.0,0.3,49
5488,Vitaly Janelt,Home,Matchweek 4,Brentford,Brighton,67,0.1,0.0,33
5489,Vitaly Janelt,Away,Matchweek 5,Brentford,Wolves,90,0.5,0.1,38
5490,Vitaly Janelt,Home,Matchweek 6,Brentford,Liverpool,90,0.3,0.1,43
5491,Vitaly Janelt,Away,Matchweek 10,Brentford,Burnley,23,0.0,0.0,16
5492,Vitaly Janelt,Home,Matchweek 11,Brentford,Norwich City,45,0.0,0.0,31
5493,Vitaly Janelt,Away,Matchweek 12,Brentford,Newcastle Utd,88,0.0,0.0,41
5494,Vitaly Janelt,Home,Matchweek 13,Brentford,Everton,90,0.0,0.2,55
5495,Vitaly Janelt,Away,Matchweek 14,Brentford,Tottenham,69,0.0,0.0,40
5496,Vitaly Janelt,Away,Matchweek 15,Brentford,Leeds United,89,0.0,0.1,35
5497,Vitaly Janelt,Home,Matchweek 16,Brentford,Watford,90,0.2,0.1,109
5498,Vitaly Janelt,Home,Matchweek 21,Brentford,Aston Villa,11,0.0,0.0,6
5499,Vitaly Janelt,Away,Matchweek 18,Brentford,Southampton,90,0.2,0.0,64
5500,Vitaly Janelt,Away,Matchweek 22,Brentford,Liverpool,90,0.0,0.0,43
5501,Vitaly Janelt,Home,Matchweek 17,Brentford,Manchester Utd,63,0.2,0.0,28
5502,Vitaly Janelt,Home,Matchweek 23,Brentford,Wolves,90,0.0,0.5,43
5503,Vitaly Janelt,Home,Matchweek 25,Brentford,Crystal Palace,60,0.0,0.0,28
5504,Vitaly Janelt,Away,Matchweek 26,Brentford,Arsenal,47,0.0,0.0,22
5505,Vitaly Janelt,Home,Matchweek 27,Brentford,Newcastle Utd,90,0.1,0.0,43
5506,Vitaly Janelt,Away,Matchweek 28,Brentford,Norwich City,90,0.0,0.0,37
5507,Vitaly Janelt,Home,Matchweek 29,Brentford,Burnley,90,0.2,0.0,38
5508,Vitaly Janelt,Away,Matchweek 30,Brentford,Leicester City,55,0.0,0.0,35
5509,Vitaly Janelt,Away,Matchweek 31,Brentford,Chelsea,81,0.4,0.2,30
5510,Vitaly Janelt,Home,Matchweek 32,Brentford,West Ham,68,0.0,0.4,31
5511,Vitaly Janelt,Away,Matchweek 33,Brentford,Watford,73,0.1,0.0,22
5512,Vitaly Janelt,Home,Matchweek 34,Brentford,Tottenham,90,0.0,0.0,52
5513,Vitaly Janelt,Away,Matchweek 35,Brentford,Manchester Utd,70,0.0,0.0,29
5514,Vitaly Janelt,Home,Matchweek 36,Brentford,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5515,Vitaly Janelt,Away,Matchweek 37,Brentford,Everton,45,0.0,0.0,65
5516,Vitaly Janelt,Home,Matchweek 38,Brentford,Leeds United,90,0.0,0.0,56
5517,Pontus Jansson,Home,Matchweek 1,Brentford,Arsenal,90,0.0,0.0,31
5518,Pontus Jansson,Away,Matchweek 2,Brentford,Crystal Palace,90,0.0,0.0,42
5519,Pontus Jansson,Away,Matchweek 3,Brentford,Aston Villa,90,0.0,0.3,62
5520,Pontus Jansson,Home,Matchweek 4,Brentford,Brighton,90,0.0,0.0,43
5521,Pontus Jansson,Away,Matchweek 5,Brentford,Wolves,81,0.0,0.0,39
5522,Pontus Jansson,Home,Matchweek 6,Brentford,Liverpool,90,0.2,0.0,25
5523,Pontus Jansson,Away,Matchweek 7,Brentford,West Ham,90,0.0,0.0,33
5524,Pontus Jansson,Home,Matchweek 8,Brentford,Chelsea,90,0.2,0.0,60
5525,Pontus Jansson,Home,Matchweek 9,Brentford,Leicester City,90,0.4,0.0,57
5526,Pontus Jansson,Away,Matchweek 10,Brentford,Burnley,90,0.0,0.0,68
5527,Pontus Jansson,Home,Matchweek 11,Brentford,Norwich City,90,0.1,0.0,75
5528,Pontus Jansson,Away,Matchweek 12,Brentford,Newcastle Utd,90,0.0,0.0,33
5529,Pontus Jansson,Home,Matchweek 13,Brentford,Everton,90,0.0,0.0,38
5530,Pontus Jansson,Away,Matchweek 14,Brentford,Tottenham,90,0.0,0.1,89
5531,Pontus Jansson,Away,Matchweek 15,Brentford,Leeds United,90,0.0,0.0,61
5532,Pontus Jansson,Home,Matchweek 16,Brentford,Watford,90,0.6,0.0,68
5533,Pontus Jansson,Away,Matchweek 19,Brentford,Brighton,90,0.1,0.0,64
5534,Pontus Jansson,Home,Matchweek 20,Brentford,Manchester City,90,0.0,0.0,25
5535,Pontus Jansson,Home,Matchweek 21,Brentford,Aston Villa,90,0.0,0.0,53
5536,Pontus Jansson,Away,Matchweek 18,Brentford,Southampton,90,0.0,0.0,62
5537,Pontus Jansson,Away,Matchweek 22,Brentford,Liverpool,90,0.0,0.0,53
5538,Pontus Jansson,Home,Matchweek 17,Brentford,Manchester Utd,90,0.0,0.0,53
5539,Pontus Jansson,Home,Matchweek 23,Brentford,Wolves,90,0.0,0.0,57
5540,Pontus Jansson,Away,Matchweek 24,Brentford,Manchester City,90,0.0,0.0,29
5541,Pontus Jansson,Home,Matchweek 25,Brentford,Crystal Palace,90,0.0,0.0,51
5542,Pontus Jansson,Away,Matchweek 26,Brentford,Arsenal,90,0.0,0.0,37
5543,Pontus Jansson,Home,Matchweek 27,Brentford,Newcastle Utd,90,0.0,0.0,36
5544,Pontus Jansson,Away,Matchweek 28,Brentford,Norwich City,90,0.0,0.0,40
5545,Pontus Jansson,Home,Matchweek 29,Brentford,Burnley,90,0.0,0.0,57
5546,Pontus Jansson,Away,Matchweek 30,Brentford,Leicester City,90,0.5,0.0,67
5547,Pontus Jansson,Away,Matchweek 31,Brentford,Chelsea,90,0.0,0.0,23
5548,Pontus Jansson,Away,Matchweek 33,Brentford,Watford,90,0.3,0.0,53
5549,Pontus Jansson,Home,Matchweek 34,Brentford,Tottenham,90,0.1,0.0,61
5550,Pontus Jansson,Away,Matchweek 35,Brentford,Manchester Utd,90,0.0,0.0,33
5551,Pontus Jansson,Home,Matchweek 36,Brentford,Southampton,90,0.4,0.0,35
5552,Pontus Jansson,Away,Matchweek 37,Brentford,Everton,90,0.0,0.0,63
5553,Pontus Jansson,Home,Matchweek 38,Brentford,Leeds United,90,0.0,0.0,64
5554,Mathias Jensen,Away,Matchweek 3,Brentford,Aston Villa,11,0.0,0.2,4
5555,Mathias Jensen,Home,Matchweek 4,Brentford,Brighton,23,0.0,0.0,21
5556,Mathias Jensen,Away,Matchweek 5,Brentford,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5557,Mathias Jensen,Home,Matchweek 6,Brentford,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5558,Mathias Jensen,Away,Matchweek 7,Brentford,West Ham,62,0.0,0.0,35
5559,Mathias Jensen,Home,Matchweek 8,Brentford,Chelsea,90,0.0,0.0,56
5560,Mathias Jensen,Home,Matchweek 9,Brentford,Leicester City,90,0.0,0.2,81
5561,Mathias Jensen,Away,Matchweek 10,Brentford,Burnley,67,0.0,0.1,36
5562,Mathias Jensen,Home,Matchweek 11,Brentford,Norwich City,90,0.1,0.5,65
5563,Mathias Jensen,Home,Matchweek 13,Brentford,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5564,Mathias Jensen,Away,Matchweek 14,Brentford,Tottenham,21,0.0,0.0,27
5565,Mathias Jensen,Away,Matchweek 15,Brentford,Leeds United,1,0.0,0.0,3
5566,Mathias Jensen,Home,Matchweek 16,Brentford,Watford,68,0.0,0.0,62
5567,Mathias Jensen,Away,Matchweek 19,Brentford,Brighton,45,0.0,0.1,24
5568,Mathias Jensen,Home,Matchweek 20,Brentford,Manchester City,90,0.0,0.0,34
5569,Mathias Jensen,Home,Matchweek 21,Brentford,Aston Villa,60,0.0,0.0,31
5570,Mathias Jensen,Away,Matchweek 18,Brentford,Southampton,23,0.0,0.2,17
5571,Mathias Jensen,Away,Matchweek 22,Brentford,Liverpool,16,0.0,0.1,4
5572,Mathias Jensen,Home,Matchweek 17,Brentford,Manchester Utd,66,1.0,0.4,39
5573,Mathias Jensen,Home,Matchweek 23,Brentford,Wolves,26,0.0,0.1,16
5574,Mathias Jensen,Away,Matchweek 24,Brentford,Manchester City,90,0.0,0.0,33
5575,Mathias Jensen,Home,Matchweek 25,Brentford,Crystal Palace,90,0.0,0.9,59
5576,Mathias Jensen,Away,Matchweek 26,Brentford,Arsenal,43,0.0,0.0,14
5577,Mathias Jensen,Home,Matchweek 27,Brentford,Newcastle Utd,51,0.0,0.0,13
5578,Mathias Jensen,Away,Matchweek 28,Brentford,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5579,Mathias Jensen,Home,Matchweek 29,Brentford,Burnley,10,0.0,0.0,6
5580,Mathias Jensen,Away,Matchweek 30,Brentford,Leicester City,90,0.2,0.2,54
5581,Mathias Jensen,Away,Matchweek 31,Brentford,Chelsea,9,0.0,0.0,4
5582,Mathias Jensen,Home,Matchweek 32,Brentford,West Ham,22,0.0,0.0,18
5583,Mathias Jensen,Away,Matchweek 33,Brentford,Watford,17,0.0,0.0,10
5584,Mathias Jensen,Home,Matchweek 34,Brentford,Tottenham,77,0.0,0.1,38
5585,Mathias Jensen,Away,Matchweek 35,Brentford,Manchester Utd,20,0.0,0.0,15
5586,Mathias Jensen,Home,Matchweek 36,Brentford,Southampton,86,0.5,0.0,43
5587,Mathias Jensen,Away,Matchweek 37,Brentford,Everton,90,0.4,0.1,65
5588,Mathias Jensen,Home,Matchweek 38,Brentford,Leeds United,57,0.1,0.4,28
5589,Gabriel Jesus,Away,Matchweek 1,Manchester City,Tottenham,21,0.0,0.1,7
5590,Gabriel Jesus,Home,Matchweek 2,Manchester City,Norwich City,90,0.1,0.6,86
5591,Gabriel Jesus,Home,Matchweek 3,Manchester City,Arsenal,60,0.5,0.6,38
5592,Gabriel Jesus,Away,Matchweek 4,Manchester City,Leicester City,83,0.3,0.0,40
5593,Gabriel Jesus,Home,Matchweek 5,Manchester City,Southampton,66,0.3,0.0,34
5594,Gabriel Jesus,Away,Matchweek 6,Manchester City,Chelsea,90,0.7,0.0,58
5595,Gabriel Jesus,Away,Matchweek 7,Manchester City,Liverpool,90,0.1,0.3,50
5596,Gabriel Jesus,Away,Matchweek 9,Manchester City,Brighton,86,0.4,0.2,52
5597,Gabriel Jesus,Home,Matchweek 10,Manchester City,Crystal Palace,90,0.4,0.2,40
5598,Gabriel Jesus,Away,Matchweek 11,Manchester City,Manchester Utd,90,0.4,0.2,73
5599,Gabriel Jesus,Home,Matchweek 12,Manchester City,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5600,Gabriel Jesus,Home,Matchweek 13,Manchester City,West Ham,90,0.4,0.1,50
5601,Gabriel Jesus,Away,Matchweek 14,Manchester City,Aston Villa,86,0.4,0.2,38
5602,Gabriel Jesus,Away,Matchweek 15,Manchester City,Watford,16,0.0,0.0,18
5603,Gabriel Jesus,Home,Matchweek 16,Manchester City,Wolves,90,0.3,0.1,33
5604,Gabriel Jesus,Home,Matchweek 17,Manchester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5605,Gabriel Jesus,Away,Matchweek 18,Manchester City,Newcastle Utd,90,0.7,0.9,38
5606,Gabriel Jesus,Home,Matchweek 19,Manchester City,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5607,Gabriel Jesus,Away,Matchweek 20,Manchester City,Brentford,90,0.1,0.0,63
5608,Gabriel Jesus,Away,Matchweek 21,Manchester City,Arsenal,62,0.1,0.0,21
